# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "8" "-s" "2" "-p" "-t" "transcript" "-g" "gene_id" "--countReadPairs" "-a" "referenceGenome/refgene/hg38.refGene.gtf" "-o" "./counts_matrix.txt" "LOAD/final_alignments/SRR19243439.Aligned.sortedByCoord.out.bam" "LOAD/final_alignments/SRR19243440.Aligned.sortedByCoord.out.bam" "LOAD/final_alignments/SRR19243441.Aligned.sortedByCoord.out.bam" "LOAD/final_alignments/SRR19243442.Aligned.sortedByCoord.out.bam" "LOAD/final_alignments/SRR19243443.Aligned.sortedByCoord.out.bam" "LOAD/final_alignments/SRR19243444.Aligned.sortedByCoord.out.bam" "WT/final_alignments/SRR19243478.Aligned.sortedByCoord.out.bam" "WT/final_alignments/SRR19243479.Aligned.sortedByCoord.out.bam" "WT/final_alignments/SRR19243480.Aligned.sortedByCoord.out.bam" "WT/final_alignments/SRR19243481.Aligned.sortedByCoord.out.bam" "WT/final_alignments/SRR19243482.Aligned.sortedByCoord.out.bam" "WT/final_alignments/SRR19243483.Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	LOAD/final_alignments/SRR19243439.Aligned.sortedByCoord.out.bam	LOAD/final_alignments/SRR19243440.Aligned.sortedByCoord.out.bam	LOAD/final_alignments/SRR19243441.Aligned.sortedByCoord.out.bam	LOAD/final_alignments/SRR19243442.Aligned.sortedByCoord.out.bam	LOAD/final_alignments/SRR19243443.Aligned.sortedByCoord.out.bam	LOAD/final_alignments/SRR19243444.Aligned.sortedByCoord.out.bam	WT/final_alignments/SRR19243478.Aligned.sortedByCoord.out.bam	WT/final_alignments/SRR19243479.Aligned.sortedByCoord.out.bam	WT/final_alignments/SRR19243480.Aligned.sortedByCoord.out.bam	WT/final_alignments/SRR19243481.Aligned.sortedByCoord.out.bam	WT/final_alignments/SRR19243482.Aligned.sortedByCoord.out.bam	WT/final_alignments/SRR19243483.Aligned.sortedByCoord.out.bam
ZMYND11	chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10	130088;134293;134293;134484;134484;134484;134484;134800;134800;134800;134800;134800;134800;134800;134800;134800;134800;134800;134800;134800;134800;135265;135265;135265;135265;135265;135455;135455;135455;135455;135455;135455;135598;135809;135809;179994;179994	254471;254471;254471;254471;254471;254471;254471;254471;254471;254471;254471;254471;254471;254471;254471;254471;254471;254471;249789;254471;254471;254471;254471;254471;254471;254471;254471;254471;254471;254471;254471;254471;254471;254471;254471;249789;249789	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	124384	2424	3150	2466	1953	1774	1865	2339	1585	3342	2467	2075	2614
DPM1	chr20;chr20;chr20;chr20;chr20	50934855;50934855;50934855;50934855;50934874	50958564;50958564;50958564;50958564;50958564	-;-;-;-;-	23710	301	396	387	247	185	220	242	277	470	340	329	437
LOC100996318	chr1	121090289	121098265	-	7977	0	0	0	0	0	0	0	0	0	0	0	0
LOC107984813	chr16	67561411	67562309	-	899	40	46	38	50	20	32	35	34	19	41	25	52
DIAPH3	chr13;chr13;chr13;chr13;chr13;chr13;chr13	59665589;59665589;59665589;59665589;59774163;59774163;59861257	60163928;60163928;60163928;60163928;60163985;60013209;60013189	-;-;-;-;-;-;-	498397	66	87	31	136	39	26	45	31	77	38	39	115
SEZ6L2	chr16;chr16;chr16;chr16;chr16;chr16	29871159;29871159;29871159;29871159;29871159;29871159	29899550;29899550;29899264;29899264;29899550;29899550	-;-;-;-;-;-	28392	956	3768	1034	529	869	913	891	1676	4284	1330	1302	2202
LOC100131107	chr1	152079413	152080924	-	1512	0	0	0	0	0	0	0	0	0	0	0	0
NPIPB4	chr16;chr16_KV880768v1_fix	21834563;1247282	21857756;1702762	-;+	478675	136	143	113	150	94	80	130	115	88	120	61	83
MT1X	chr16	56682470	56684196	+	1727	220	245	438	612	199	182	367	354	223	193	234	753
RAB21	chr12	71754863	71800286	+	45424	763	690	869	848	390	448	731	438	1029	765	725	968
MAP7D1	chr1;chr1;chr1	36156160;36156160;36156160	36180849;36180849;36180849	+;+;+	24690	1981	4763	2794	1855	1637	1780	2414	2683	3137	2586	2411	3245
KLK15	chr19;chr19;chr19;chr19	50825289;50825289;50825289;50825289	50831523;50831523;50831523;50831523	-;-;-;-	6235	0	0	0	0	0	0	1	0	0	0	0	1
RAB6B	chr3;chr3	133824236;133824241	133895882;133895847	-;-	71647	3207	7977	3686	2438	2803	3506	3038	2886	6785	4359	3318	4789
SLC36A4	chr11;chr11	93144174;93144174	93197991;93197426	-;-	53818	482	619	619	426	485	348	612	427	788	585	566	630
PRKG1	chr10;chr10;chr10;chr10	50990888;51074487;51074487;52046756	52298350;52062865;52298350;52298350	+;+;+;+	1307463	3204	5098	4724	5765	1911	2717	3663	2653	5164	4427	3747	4481
TMTC2	chr12;chr12;chr12	82686906;82686906;82687155	83134865;83134865;82965971	+;+;+	447960	2962	3152	9184	5264	1490	2443	3562	2323	3734	5303	4535	5841
OR51S1	chr11	4848237	4849208	-	972	0	0	0	0	0	0	0	0	0	0	0	0
GCH1	chr14;chr14;chr14;chr14	54842006;54842017;54842017;54842017	54902824;54902826;54902826;54902826	-;-;-;-	60821	40	50	42	75	21	40	48	44	43	84	78	124
NT5DC2	chr3;chr3	52524387;52524387	52535027;52533857	-;-	10641	111	131	107	169	90	104	143	59	92	124	95	196
PRPSAP1	chr17;chr17;chr17	76309478;76309478;76310785	76353916;76353916;76354198	-;-;-	44721	446	738	461	487	351	434	540	421	555	528	509	666
MAP2K1	chr15	66386873	66491544	+	104672	1398	2710	1236	1141	904	1072	1195	1315	2374	1528	1170	1984
GAREM1	chr18;chr18	32263522;32263522	32470882;32470882	-;-	207361	1357	1959	1895	1831	888	1224	1563	1056	2070	1518	1358	2332
DNAJA2	chr16	46955362	46973674	-	18313	309	830	355	234	220	170	324	337	1154	423	326	393
SH2B2	chr7;chr7;chr7;chr7;chr7	102285141;102286868;102286868;102289466;102289466	102321711;102321711;102321711;102321711;102321711	+;+;+;+;+	36571	269	391	159	225	304	297	230	190	187	323	209	335
CRYM-AS1	chr16;chr16_KV880768v1_fix	21300849;124540	21318591;142270	+;+	35474	1	1	0	1	0	0	1	1	0	1	1	0
SNX29P1	chr16;chr16_KV880768v1_fix	21349363;173044	21385933;209599	+;+	73127	4	3	4	3	3	1	3	7	0	5	4	4
BARHL2	chr1	90711539	90717302	-	5764	1	0	0	0	0	0	0	0	0	0	1	0
SMG1P3	chr16;chr16_KV880768v1_fix	21446683;1602534	21502281;1658094	-;+	111160	209	213	122	175	327	184	280	182	243	239	210	176
MIR3680-2	chr16;chr16;chr16_KV880768v1_fix;chr16_KV880768v1_fix	21506049;29599179;328514;1598678	21506135;29599265;328600;1598764	-;-;-;+	348	0	0	0	0	0	0	0	0	0	0	0	0
SLC7A5P2	chr16;chr16_KV880768v1_fix;chr16_KV880768v1_fix	21517909;340403;1584373	21520444;342938;1586908	-;-;+	7608	41	132	27	22	69	38	61	29	96	72	88	67
LOC101927814	chr16;chr16_KV880768v1_fix	21589698;1505432	21599385;1515119	-;+	19376	0	0	0	0	0	0	0	0	0	0	0	0
CXCL9	chr4	76001275	76007509	-	6235	0	0	0	0	0	0	0	0	2	1	1	0
MIF	chr22;chr22_KI270879v1_alt	23894383;130745	23895223;131585	+;+	1682	0	0	0	0	0	0	0	0	0	0	0	0
PFKL	chr21;chr21	44300053;44300053	44327373;44327373	+;+	27321	1334	2366	1162	1114	1094	992	1506	1153	1548	1369	1824	1888
PGAM1	chr10;chr10	97426191;97427677	97433444;97433444	+;+	7254	177	364	238	166	116	121	184	167	524	167	185	280
PFN2	chr3;chr3	149964905;149964905	149970895;149970895	-;-	5991	525	1229	626	511	358	380	568	519	2229	822	635	712
OTOAP1	chr16;chr16;chr16_KV880768v1_fix;chr16_KV880768v1_fix	21729571;22545698;528168;1711907	21760723;22576865;559329;1743070	+;+;-;+	124647	1	1	2	0	3	1	1	0	3	0	0	4
CAPN6	chrX	111245099	111270483	-	25385	0	2	3	0	0	1	1	0	2	0	0	1
B3GNT9	chr16	67148104	67150998	-	2895	60	111	76	85	47	59	81	62	137	69	91	109
EIF3H	chr8	116642131	116755823	-	113693	808	991	864	816	302	547	736	459	1343	892	657	969
MYO9A	chr15	71822291	72118150	-	295860	3182	4496	2852	2714	2840	2134	3269	2350	4936	3837	3337	4217
BUB3	chr10;chr10	123154244;123154402	123165370;123170467	+;+	16224	265	384	290	228	115	161	273	186	510	319	210	315
ZNF662	chr3;chr3	42906142;42906142	42919334;42919334	+;+	13193	286	390	124	256	303	172	362	214	355	302	318	343
ZNF544	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	58228681;58228681;58228681;58228681;58228681;58228681;58228681;58228681;58228914;58228914;58228914;58228914;58228914;58228914;58228914;58228914;58228914;58228914;58228914;58228914	58263642;58263642;58277492;58263642;58263642;58263642;58263642;58263642;58263642;58263642;58251155;58251155;58263642;58251155;58263642;58263642;58263642;58263642;58263642;58263642	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	48812	1076	1641	635	838	1065	846	942	982	1173	913	1107	1200
IFI35	chr17;chr17	43006784;43006784	43014456;43014456	+;+	7673	28	41	28	39	18	26	49	28	41	30	63	62
LOC440346	chr16;chr16_KV880768v1_fix	22374887;726859	22378180;730152	+;-	6588	0	0	0	0	1	0	0	0	0	0	0	0
MFSD13B	chr16;chr16_KV880768v1_fix	22385769;697441	22407597;719270	+;-	43659	0	0	0	0	0	0	0	0	0	0	0	0
SMG1P1	chr16;chr16_KV880768v1_fix	22437008;612822	22492220;668031	+;-	110423	65	194	54	51	95	64	38	73	96	72	80	71
SPTLC3	chr20;chr20	13008972;13008972	13169103;13169103	+;+	160132	258	94	21	139	80	30	151	18	160	70	90	141
WASHC3	chr12;chr12	102012840;102012840	102061991;102062124	-;-	49285	268	364	193	257	128	128	342	208	474	240	301	263
CLN8	chr8;chr8_KI270926v1_alt	1763789;176447	1786570;199228	+;+	45564	1	0	0	0	0	0	0	0	1	2	1	0
EEF1AKMT2	chr10;chr10;chr10	124757834;124757834;124757834	124791887;124791887;124791887	-;-;-	34054	618	1070	606	501	449	522	594	714	839	711	681	820
PIGL	chr17	16217210	16326411	+	109202	635	953	295	229	545	323	628	693	686	499	828	422
PUM3	chr9	2804155	2844095	-	39941	377	471	309	270	292	275	432	264	554	408	394	396
MIR1273H	chr16	24203116	24203231	+	116	0	0	0	0	0	0	0	0	0	0	0	0
LINC2194	chr16	24236104	24252860	+	16757	2	16	9	4	4	8	4	1	5	6	6	12
QTRT2	chr3;chr3;chr3;chr3	114056737;114056737;114056737;114056737	114088421;114088421;114088421;114088421	+;+;+;+	31685	143	199	87	83	79	61	157	107	232	133	129	152
OLA1	chr2;chr2;chr2	174072447;174072447;174072447	174248532;174248532;174248532	-;-;-	176086	1178	1774	1273	1106	519	834	1146	827	2343	1714	1066	1660
PCDHB1	chr5	141051376	141053962	+	2587	0	0	0	0	0	0	0	0	0	0	0	0
TIMM22	chr17;chr17_KI270910v1_alt;chr17_KI270862v1_alt	997129;36376;36376	1003671;42918;42918	+;+;+	19629	1	0	0	0	1	0	0	0	0	0	0	0
LINC01567	chr16	24661422	24671062	-	9641	0	9	2	2	1	7	6	5	5	3	1	10
APCDD1L	chr20;chr20;chr20	58459101;58459101;58470232	58515399;58515399;58515399	-;-;-	56299	1	4	0	1	2	2	0	0	0	2	3	1
PRR23D1	chr8;chr8;chr8_KZ208915v1_fix;chr8_KZ208915v1_fix;chr8_KI270813v1_alt	7539627;7778591;676902;5375815;222730	7542450;7781414;679725;5378637;225553	+;-;-;-;+	14119	0	0	0	0	0	0	0	0	0	0	0	0
DELE1	chr5;chr5	141923871;141923871	141942047;141942047	+;+	18177	781	1410	550	673	603	638	867	684	994	940	1018	1029
BPHL	chr6;chr6;chr6;chr6	3118376;3118376;3118376;3118711	3153198;3153198;3153198;3153575	+;+;+;+	35200	214	411	85	156	171	109	237	202	280	200	300	232
PARD3B	chr2;chr2;chr2;chr2	204545475;204545475;204545475;204545475	205620162;205620162;205620162;205620162	+;+;+;+	1074688	1918	1553	821	3084	681	637	1921	588	1328	1029	1606	2151
REC114	chr15;chr15	73443164;73443164	73560012;73560012	+;+	116849	1	10	3	1	10	6	2	11	1	8	2	13
H2BC20P	chr1	149850192	149850773	-	582	3	1	3	7	0	3	3	1	5	3	3	11
AGO4	chr1;chr1	35807636;35808016	35857889;35857889	+;+	50254	857	1212	713	668	603	514	925	740	944	890	965	980
CCDC74A	chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2	131527675;131527888;131527888;131527888;131527888;131527888;131527888;131527888;131527888;131527888;131527888	131533666;131533666;131533666;131533666;131533666;131533666;131533666;131533666;131533666;131533666;131533666	+;+;+;+;+;+;+;+;+;+;+	5992	77	169	62	35	62	84	67	88	110	82	99	120
LOC554206	chr16	25031741	25032777	+	1037	26	94	28	19	60	35	45	28	51	33	53	77
LINC02175	chr16;chr16	25066887;25066887	25068955;25068955	+;+	2069	88	162	49	62	112	83	86	53	75	105	99	159
LCMT1-AS1	chr16	25100564	25111555	-	10992	25	47	28	24	39	26	33	30	33	32	72	31
LCMT1-AS2	chr16	25140571	25149032	-	8462	1	4	1	0	0	5	2	0	0	1	0	4
MIR548W	chr16	26025237	26025310	+	74	0	0	0	0	0	0	0	0	0	0	0	0
MS4A15	chr11;chr11;chr11;chr11	60756867;60756867;60756867;60756867	60776733;60776733;60776733;60776733	+;+;+;+	19867	1	0	0	0	0	0	0	0	0	0	0	1
GABARAPL2	chr16	75566379	75577881	+	11503	529	819	444	430	320	333	587	370	1069	544	496	629
FOSL1	chr11;chr11;chr11;chr11;chr11;chr11	65892049;65892049;65892049;65892049;65892049;65892136	65900388;65900388;65900388;65900388;65900388;65900526	-;-;-;-;-;-	8478	5	3	9	5	1	4	4	2	3	7	33	11
NSMCE1-DT	chr16	27268205	27290468	+	22264	41	52	19	26	41	24	55	35	34	28	62	27
ABCC10	chr6;chr6;chr6;chr6	43427541;43427541;43427863;43431751	43450427;43450427;43450427;43450425	+;+;+;+	22887	423	861	420	275	324	394	438	407	482	568	472	707
IL21R-AS1	chr16	27447670	27453393	-	5724	30	48	21	14	19	0	41	36	15	30	17	51
DYNC1LI2	chr16;chr16;chr16;chr16	66720893;66720893;66720893;66720896	66751609;66751828;66751828;66751622	-;-;-;-	30936	3575	2999	3447	3024	1781	1771	3915	2013	3330	2742	3497	2399
HSD17B7	chr1;chr1;chr1	162790702;162790702;162790702	162812818;162798143;162798143	+;+;+	22117	88	147	159	96	45	69	105	110	113	129	105	144
LOC100128079	chr16	27708421	27719029	-	10609	129	127	263	254	117	136	170	78	156	204	227	213
LPXN	chr11;chr11;chr11	58526871;58526871;58526871	58578239;58575917;58578239	-;-;-	51369	366	606	356	258	248	193	424	345	669	399	502	388
AMBP	chr9	114060128	114078300	-	18173	1	3	0	0	0	0	1	0	1	0	1	3
ALOX5AP	chr13;chr13	30713478;30735508	30764428;30764428	+;+	50951	76	56	30	82	16	10	59	26	47	51	40	75
ALCAM	chr3;chr3;chr3;chr3	105366713;105366713;105366909;105366909	105553170;105525386;105576900;105576900	+;+;+;+	210188	2659	2359	3022	3322	1273	1345	2833	1333	3558	3257	2581	3471
PLEKHA1	chr10;chr10;chr10;chr10	122374708;122374708;122386069;122392303	122442600;122442600;122432355;122432355	+;+;+;+	67893	1734	2358	3118	1576	881	1785	1582	1173	2739	2618	1661	2599
METTL4	chr18;chr18	2537530;2537530	2571505;2571505	-;-	33976	191	210	261	232	93	117	186	99	257	216	163	285
PTH2R	chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2	208359692;208359692;208359692;208359692;208359692;208359692;208359692;208359692;208406792	208494506;208494506;208494506;208494506;208494506;208494506;208494506;208494506;208494506	+;+;+;+;+;+;+;+;+	134815	272	463	207	111	102	142	212	113	262	235	248	170
MIR6862-1	chr16;chr16	28390982;28724252	28391051;28724321	-;+	140	0	0	0	0	0	0	0	0	0	0	0	0
MIR6862-2	chr16;chr16	28390982;28724252	28391051;28724321	-;+	140	0	0	0	0	0	0	0	0	0	0	0	0
SEBOX	chr17	28364268	28365151	-	884	0	0	0	0	0	0	0	0	0	0	0	2
CLRN2	chr4	17515165	17527104	+	11940	2	1	0	1	0	0	2	0	1	0	4	0
ENKUR	chr10;chr10;chr10;chr10	24981979;24981986;24981986;24981986	25062279;25016158;25016158;25016158	-;-;-;-	80301	89	98	27	89	59	36	70	40	107	48	78	107
POLR2J2	chr7	102636748	102671735	-	34988	286	299	117	95	156	241	272	176	72	145	247	153
CENPK	chr5;chr5;chr5;chr5;chr5	65516292;65517766;65517766;65517766;65517766	65563168;65563168;65563168;65563168;65563168	-;-;-;-;-	46877	17	17	45	16	12	14	38	29	39	24	34	44
ASB4	chr7;chr7	95485901;95485943	95528801;95540233	+;+	54333	31	18	6	25	10	7	20	17	18	8	26	16
FBLN1	chr22;chr22;chr22;chr22	45502883;45502883;45502883;45502883	45563362;45601135;45558712;45565706	+;+;+;+	98253	606	543	224	460	193	164	619	240	364	270	223	521
FAM241A	chr4	112145454	112195256	+	49803	156	168	213	173	185	132	249	133	161	234	289	198
PLAC1	chrX;chrX;chrX;chrX	134565841;134565843;134565843;134565843	134658471;134658483;134764322;134733636	-;-;-;-	198482	3	12	15	11	7	9	12	9	7	19	9	11
GARS1	chr7;chr7	30594735;30594878	30634032;30634032	+;+	39298	402	1065	845	455	304	343	447	433	1367	627	539	733
LLGL2	chr17;chr17;chr17	75525697;75525697;75525702	75575209;75575209;75564723	+;+;+	49513	136	156	188	190	117	146	131	81	103	229	177	208
NPIPB9	chr16;chr16	28752435;28752435	28772823;28772823	+;+	20389	18	20	3	15	2	8	8	13	6	17	13	30
FABP12	chr8;chr8	81524981;81524981	81531390;81531390	-;-	6410	1	0	0	1	1	0	1	0	1	1	0	0
MIR4721	chr16	28843919	28844007	-	89	0	0	0	0	0	0	0	0	0	0	0	0
PENK	chr8	56440957	56446641	-	5685	22	60	20	0	20	13	10	59	96	8	3	44
PLXNB1	chr3;chr3	48403854;48403854	48429463;48430086	-;-	26233	2732	2990	2598	3922	1953	1440	3725	1911	2056	2103	2960	3446
RNF170	chr8;chr8;chr8;chr8;chr8;chr8	42849637;42853295;42853301;42853301;42853301;42853301	42896605;42896723;42896605;42896605;42896605;42896605	-;-;-;-;-;-	47087	539	840	496	502	418	409	518	537	822	620	808	682
ATP2A1-AS1	chr16;chr16;chr16;chr16	28878957;28878957;28878957;28878957	28879921;28879921;28879921;28879921	-;-;-;-	965	7	10	2	11	0	13	6	4	8	7	2	11
GUCA1C	chr3;chr3	108907793;108907795	108953879;108953846	-;-	46087	4	6	0	1	3	0	0	1	4	1	1	2
MTDH	chr8;chr8;chr8;chr8;chr8	97644184;97644184;97644184;97644184;97644184	97730260;97730260;97730260;97730260;97730260	+;+;+;+;+	86077	1261	2281	1439	1261	1086	1155	1334	1592	2425	1753	1458	1950
MIR4517	chr16	28958583	28958661	+	79	0	0	0	0	0	0	0	0	0	0	0	0
UBN1	chr16;chr16	4847481;4848380	4882401;4882401	+;+	34921	763	1389	726	609	665	542	866	621	1063	759	794	1122
SNX29P2	chr16	29302287	29365059	+	62773	312	469	294	219	293	244	360	222	248	249	403	328
SMG1P6	chr16	29425411	29447026	-	21616	83	102	43	49	43	36	78	44	76	79	59	76
LOC606724	chr16;chr16	29449345;30188684	29449915;30189254	+;+	1142	0	0	0	0	0	0	0	0	0	0	0	0
CCNB2	chr15	59105146	59125045	+	19900	7	19	11	5	5	4	4	7	16	6	7	14
SLX1A-SULT1A3	chr16;chr16	29455091;30194433	29464980;30204329	+;+	19787	0	0	0	0	0	0	0	0	0	0	0	0
SLX1B-SULT1A4	chr16;chr16	29455091;30194433	29464980;30204329	+;+	19787	0	0	0	0	0	0	0	0	0	0	0	0
LOC388242	chr16;chr16	29464968;30204316	29467578;30206927	-;-	5223	0	0	0	0	0	0	0	0	0	0	0	0
LOC613038	chr16;chr16	29464968;30204316	29467578;30206927	-;-	5223	0	0	0	0	0	0	0	0	0	0	0	0
SMG1P2	chr16;chr16	29545011;29545011	29595092;29613717	-;-	68707	1013	727	414	1282	795	669	499	588	651	760	550	1413
C4orf36	chr4;chr4;chr4	86876205;86887309;86887309	86892422;86892422;86892422	-;-;-	16218	19	38	11	23	24	11	43	27	40	18	43	28
INSYN2B	chr5;chr5	169861303;169861303	169980495;169980495	-;-	119193	969	1564	674	684	652	896	856	584	957	1566	871	1218
SCGB1C2	chr17;chr17_GL383563v3_alt	137571;77571	138992;78992	+;+	2844	0	0	0	0	0	0	0	0	0	0	0	0
APC2	chr19;chr19	1450149;1452984	1473244;1473244	+;+	23096	4832	8519	3561	3673	4577	3821	6947	5343	5412	5251	4186	6804
NRN1	chr6;chr6;chr6	5998000;5998000;5998000	6004044;6007605;6006925	-;-;-	9606	388	1060	253	93	298	236	305	447	1348	377	404	367
PITPNA	chr17	1517718	1562792	-	45075	1299	2338	981	977	1008	1110	1286	1050	2240	1463	1498	1762
CDIPTOSP	chr16;chr16	29863683;29863834	29868053;29868053	+;+	4371	13	13	2	2	6	5	8	2	10	5	16	7
SVBP	chr1	42807052	42817397	-	10346	67	126	75	44	52	48	47	75	141	80	56	60
SEMA3E	chr7;chr7	83363238;83363906	83649139;83641431	-;-	285902	992	806	487	585	561	639	505	441	1281	599	437	891
CCR7	chr17;chr17;chr17;chr17;chr17	40553770;40553770;40553770;40553770;40553770	40565472;40565472;40560394;40561013;40561013	-;-;-;-;-	11703	1	1	1	1	0	0	0	0	3	0	1	2
UGT1A4	chr2	233718736	233773300	+	54565	0	0	0	0	0	0	0	0	0	0	0	0
RAB31	chr18	9708301	9862551	+	154251	2532	1717	1162	3585	1281	1061	2498	846	1238	1059	1533	2559
MKNK1	chr1;chr1;chr1;chr1;chr1;chr1	46557407;46557407;46557407;46557407;46557407;46557407	46604268;46604268;46604268;46604268;46604268;46604268	-;-;-;-;-;-	46862	1194	2141	1135	971	1123	1272	1068	868	1231	1772	1511	2055
ZNF792	chr19	34956354	34964229	-	7876	81	168	68	98	96	59	106	83	122	118	108	121
BRCA2	chr13	32315480	32399672	+	84193	27	18	10	15	6	9	35	8	20	9	25	19
PEF1	chr1;chr1;chr1	31629862;31629866;31629866	31644617;31644876;31644876	-;-;-	15015	244	559	234	262	159	172	308	202	688	301	315	402
PLA2G2F	chr1;chr1	20139323;20139323	20150381;20150381	+;+	11059	0	1	0	0	0	1	0	0	0	1	0	0
FRRS1	chr1;chr1	99703967;99703970	99765793;99766635	-;-	62669	31	15	2	40	5	4	9	6	42	14	6	22
RASSF2	chr20;chr20	4780023;4780023	4815123;4823608	-;-	43586	1897	1197	2564	1694	964	823	1967	1117	1649	1769	2132	1320
FAM214B	chr9;chr9;chr9	35104117;35104117;35104117	35111452;35115862;35115862	-;-;-	11746	291	406	153	227	203	147	326	218	291	217	315	329
ERAL1	chr17;chr17;chr17;chr17	28855016;28855016;28855016;28855016	28861061;28861061;28861061;28861061	+;+;+;+	6046	148	381	139	153	119	121	157	172	319	156	146	261
NOP16	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	176383937;176383946;176383946;176383946;176383946;176383946;176383946;176383946;176383946	176388927;176388598;176388598;176388598;176388598;176388598;176388598;176388598;176388598	-;-;-;-;-;-;-;-;-	4991	34	51	21	26	14	9	23	25	74	29	35	45
EGR3	chr8;chr8;chr8	22687659;22687659;22687659	22692577;22692364;22693480	-;-;-	5822	181	548	201	134	163	196	249	271	291	231	281	986
RNF41	chr12;chr12;chr12;chr12;chr12	56202179;56202179;56202179;56202504;56202504	56221922;56221922;56221922;56221969;56221701	-;-;-;-;-	19791	466	895	485	419	285	389	512	370	983	474	425	715
NDE1	chr16;chr16;chr16_KI270853v1_alt;chr16_KI270853v1_alt	15643382;15650245;1301393;1308256	15726351;15726351;1384362;1384362	+;+;+;+	165940	10	14	14	10	10	9	9	14	9	8	6	4
EFHD1	chr2;chr2;chr2	232606057;232633604;232633604	232682781;232682776;232682776	+;+;+	76725	1124	1080	1392	2123	849	993	1256	796	1090	1112	1354	2029
EDEM3	chr1;chr1;chr1	184690238;184690238;184690238	184754858;184754858;184754858	-;-;-	64621	622	901	750	755	309	432	688	379	1366	836	610	894
ENTHD1	chr22	39743044	39893760	-	150717	2	4	3	0	2	2	2	2	0	2	1	0
DUSP18	chr22;chr22;chr22;chr22	30652051;30661458;30661458;30661458	30667875;30667875;30667875;30667875	-;-;-;-	15825	165	230	139	231	152	142	176	120	151	206	162	353
PYHIN1	chr1;chr1;chr1;chr1	158931552;158931552;158931552;158931552	158977059;158977059;158977059;158977059	+;+;+;+	45508	10	13	1	7	7	6	15	4	5	12	7	3
CORO6	chr17;chr17;chr17	29614756;29614756;29614756	29618117;29618117;29621423	-;-;-	6668	949	2255	476	250	962	838	1198	1447	1233	1117	1631	1286
LARP1B	chr4;chr4;chr4;chr4;chr4;chr4	128061312;128061312;128061312;128061312;128061312;128061312	128122353;128211986;128222926;128211986;128108901;128108901	+;+;+;+;+;+	161615	1286	1982	1395	841	1083	1148	1339	1258	1985	1533	1281	1453
CXCL12	chr10;chr10;chr10;chr10;chr10	44370165;44370165;44375867;44377067;44377067	44385097;44385097;44385097;44385097;44385097	-;-;-;-;-	14933	88	199	48	111	59	46	109	36	141	70	58	85
IGLL5	chr22;chr22	22887816;22887816	22896111;22896111	+;+	8296	0	0	0	0	0	0	1	0	0	3	9	4
OTUB1	chr11;chr11	63985853;63985853	63998420;63998420	+;+	12568	347	906	390	289	319	276	377	435	1016	410	461	622
LOC101928595	chr16	30096430	30105456	+	9027	51	103	54	57	43	38	66	43	56	58	73	55
ZSCAN32	chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16	3382081;3382085;3382085;3382085;3382085;3382085;3382085;3382085;3382085;3382085;3382085	3401065;3401004;3401004;3401004;3401004;3401004;3401004;3401004;3401004;3401004;3401004	-;-;-;-;-;-;-;-;-;-;-	18985	169	185	136	149	108	112	197	136	193	147	153	145
DDX54	chr12;chr12	113157173;113157173	113185478;113185478	-;-	28306	272	729	254	248	213	220	352	363	580	339	340	518
KLK9	chr19	51002508	51009592	-	7085	0	1	0	0	0	0	0	0	0	0	0	0
RAB18	chr10;chr10;chr10;chr10;chr10;chr10	27504304;27504304;27504304;27504304;27504304;27504304	27542239;27542239;27542239;27542239;27542239;27542239	+;+;+;+;+;+	37936	647	890	681	642	339	378	684	405	1303	767	732	780
CASC4	chr15;chr15;chr15	44288719;44288719;44288719	44415758;44415758;44415758	+;+;+	127040	2356	3095	2629	2281	2334	1870	2649	1996	2779	2418	2780	2829
SMG1P5	chr16	30285018	30335374	-	50357	223	246	202	191	233	195	268	215	310	247	337	354
KRTAP2-1	chr17;chr17_JH159146v1_alt	41046541;195936	41047316;196709	-;-	1550	0	0	0	0	0	0	0	0	0	0	0	0
LOC102724843	chr21;chr21;chr21;chr21	5553637;7048859;7430637;6228966	5592004;7087230;7469008;6267336	+;+;+;-	153483	0	0	0	0	0	0	0	0	0	0	0	0
